id,CVE_ENT,CVE_MUN,municipio,población,enfermeras_total,tasa_total,enfermeras_primer,tasa_primer,enfermeras_segundo,tasa_segundo,enfermeras_tercer,tasa_tercer,enfermeras_apoyo,tasa_apoyo,enfermeras_escuelas,tasa_escuelas,enfermeras_no_aplica,tasa_no_aplica,enfermeras_no_asignado,tasa_no_asignado
1,25,001,Ahome,459310,1407,3.063290588
2,25,002,Angostura,44093,82,1.859705622
3,25,003,Badiraguato,26542,71,2.675005651
4,25,004,Concordia,24899,58,2.32941082
5,25,005,Cosalá,17012,41,2.410063485
6,25,006,Culiacán,1003530,4166,4.15134575
7,25,007,Choix,29334,76,2.590850208
8,25,008,Elota,55339,97,1.752832541
9,25,009,Escuinapa,59988,95,1.583650063
10,25,010,El Fuerte,96593,142,1.470085824
11,25,011,Guasave,289370,834,2.882123233
12,25,012,Mazatlán,501441,1663,3.316442014
13,25,013,Mocorito,40358,75,1.85836761
14,25,014,El Rosario,52345,96,1.833986054
15,25,015,Salvador Alvarado,79492,276,3.472047502
16,25,016,San Ignacio,19505,58,2.973596514
17,25,017,Sinaloa,78670,107,1.36011186
18,25,018,Navolato,149122,268,1.797186197
19,25,019,Eldorado,46628,0,0
20,25,020,Juan José Ríos,27938,0,0
8888,8888,9999,No Disponible,0,163,0
9999,9999,9999,Total Sinaloa,3101509,9775,3.151691644
